company,link_response,location,date,link_url,job_title
4M HR Logistics LLC,<200 http://www.indeed.com/cmp/4M-HR-Logistics/jobs/Senior-Mechanical-System-Engineer-f96d8bad37c1b466>,"san antonio, tx 78216",30+ days ago,http://www.indeed.com/cmp/4M-HR-Logistics/jobs/Senior-Mechanical-System-Engineer-f96d8bad37c1b466?r=1&fccid=128afd8f27f9b813,sr. mechanical systems engineer
C&W Services,<200 http://www.indeed.com/cmp/C&W-Services/jobs/Chief-Engineer-3e04abb3a01d4164>,"dallas, tx",7 days ago,http://www.indeed.com/cmp/C&W-Services/jobs/Chief-Engineer-3e04abb3a01d4164?r=1&fccid=dcf9f3a226c5e69d,chief engineer dallas
Republic Elite,<200 http://www.indeed.com/cmp/Republic-Elite/jobs/Project-Engineer-f93103f987e70e7f>,"marshall, tx",30+ days ago,http://www.indeed.com/cmp/Republic-Elite/jobs/Project-Engineer-f93103f987e70e7f?r=1&fccid=5064c7703d6e4e72,project engineer (cabinet manufacturing)
National Oilwell Varco,<200 https://nov.taleo.net/careersection/2/jobdetail.ftl?job=432384&src=JB-10520>,"houston, tx",8 days ago,http://www.indeed.com/rc/clk?jk=81ed1f5145428523&fccid=0059806ce5dabd16,engineering manager (14.2347)
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/65709/Project%20Management%20%20%20Planning%20Operations%20Rep%20Stf>,"fort worth, tx 76116",1 day ago,http://www.indeed.com/rc/clk?jk=732467702015b048&fccid=aeb15e43a6800b9d,project management & planning operations rep stf
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=083770&src=JB-10095>,"plano, tx",17 days ago,http://www.indeed.com/rc/clk?jk=3a66e96d03bed493&fccid=d0b3f9cc8e1c8e97,quality engineer iii
CBRE,<200 http://cbre.referrals.selectminds.com/jobs/hvac-engineer-11768?src=JB-10140&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"irving, tx",8 days ago,http://www.indeed.com/rc/clk?jk=8295d7479f851a3c&fccid=c9b9e477b3c84b4d,hvac engineer
Jacobs,<200 https://jacobs.taleo.net/careersection/ex/jobdetail.ftl?job=REF00007H&mode=job&iis=Indeed&iisn=Indeed.com>,"houston, tx",2 days ago,http://www.indeed.com/rc/clk?jk=02aeaba5eafd00c0&fccid=de56d7554bea5214,welding engineer
LyondellBasell,<200 https://career4.successfactors.com/career?career_ns=job_listing&company=LBI&navBarLevel=JOB_SEARCH&rcm_site_locale=es_ES&career_job_req_id=50761&selected_lang=en_US&jobAlertController_jobAlertId=&jobAlertController_jobAlertName=&_s.crb=aHIGr40y7SdqNRfTm8ZXytYM4GA%3d>,"houston, tx 77017 ",23 days ago,http://www.indeed.com/rc/clk?jk=6cc65ab1e1635917&fccid=a86985cfbfb7656e,global machinery engineer - houston engineering center
Advanced Integration Technology,<200 http://www.aint.com/about_ait/jobs/senior_mechanical_tooling_engineer>,"grand prairie, tx 75050",30+ days ago,http://www.indeed.com/rc/clk?jk=30a163cfe667d3f4&fccid=947e527f1389ee05,senior mechanical/ tooling engineer
"Rosendin Electric, Inc",<200 http://chp.tbe.taleo.net/chp03/ats/careers/requisition.jsp?org=ROSENDIN&cws=1&rid=1004&source=Indeed.com>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=35d9c3edd1114e98&fccid=516dba5b6e31b5b7,engineer ii
Graham & Associates,<200 http://www.engineering.com/jobs/display-job/15185/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",16 days ago,http://www.indeed.com/rc/clk?jk=00b56c29c5dbaf96&fccid=07d50a2e2639752e,"mechanical engineer - eit - dallas, tx"
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/63913/Manufacturing%20Engineer>,"grand prairie, tx",25 days ago,http://www.indeed.com/rc/clk?jk=6c0052991377199d&fccid=aeb15e43a6800b9d,manufacturing engineer
Rockwell Collins,<200 http://nvtc-jobs.careerwebsite.com/jobseeker/job/30641666/Principal%20Systems%20Engineer%20%2D%20Communication%20and%20Electronic%20Warfare%20Systems/Rockwell%20Collins/?str=1&max=25&vnet=0&long=1>,"richardson, tx",1 day ago,http://www.indeed.com/rc/clk?jk=570fc9e43c742fac&fccid=b0032647dbd6c686,principal systems engineer
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=18-01036>,"san antonio, tx 78238",30+ days ago,http://www.indeed.com/rc/clk?jk=e72d1d33d65d7542&fccid=0d9a7400c0a8fdec,engineer - research engineer - rotating machinery
Parsons Corporation,<200 https://parsons.taleo.net/careersection/2/jobdetail.ftl?job=502144&src=JB-10042>,"san antonio, tx 78209",30+ days ago,http://www.indeed.com/rc/clk?jk=d06c5cf0aa23baeb&fccid=e8f998ddd15bac9c,principal mechanical design engineer
060 - General Office,<200 https://jobs.kroger.com/kroger/job/Shenandoah-WinterSpring-Project-Engineer%2C-InternCo-op-TX-77385/363830200/?feedId=44800&utm_source=Indeed&utm_campaign=Kroger>,"shenandoah, tx 77385",15 days ago,http://www.indeed.com/rc/clk?jk=6bc85eabdc9200d5&fccid=0ddd9e82c076c7d8,"winter/spring project engineer, intern/co-op"
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=10-00925>,"san antonio, tx 78238",30+ days ago,http://www.indeed.com/rc/clk?jk=c4f4f067672a3a41&fccid=0d9a7400c0a8fdec,analyst - engineer - research engineer - human performance
CBRE,<200 http://cbre.referrals.selectminds.com/jobs/hvac-engineer-lake-charles-tx-12000?src=JB-10140&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"houston, tx",1 day ago,http://www.indeed.com/rc/clk?jk=ab712ef2752b5d4b&fccid=c9b9e477b3c84b4d,"hvac engineer-lake charles, tx"
M.E.P. Consulting ,<200 http://www.mepce.com/e-mse010.php>,"irving, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=99d077d8a51feb93&fccid=93d46ebe638382a9,"mechanical engineer, senior level"
Cyient Inc,<200 http://www.indeed.com/cmp/Cyient/jobs/Airframe-Stress-Engineer-3c8dd71abe478ca8>,"arlington, tx 76011 ",30 days ago,http://www.indeed.com/cmp/Cyient/jobs/Airframe-Stress-Engineer-3c8dd71abe478ca8?r=1&fccid=0b2f0b331344c451,airframe stress engineer
"DBR Engineering Consultants, Inc.","<200 http://www.indeed.com/cmp/DBR-Engineering-Consultants,-Inc./jobs/Mep-Mechanical-Designer-Engineer-c905591c7142fd47>","san antonio, tx",30+ days ago,"http://www.indeed.com/cmp/DBR-Engineering-Consultants,-Inc./jobs/Mep-Mechanical-Designer-Engineer-c905591c7142fd47?r=1&fccid=a6fdeb6fe4c4aeae",mep mechanical designer/engineer (mid-sr level)
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=10-00928>,"san antonio, tx 78238",30+ days ago,http://www.indeed.com/rc/clk?jk=d555b04e9f220035&fccid=0d9a7400c0a8fdec,research engineer - sr. research engineer - manufacturing robotics
Aerosource,<200 http://www.indeed.com/cmp/Aerosource/jobs/Aircraft-Certification-Engineer-ec1192beab59a0d6>,"dallas-fort worth, tx",30+ days ago,http://www.indeed.com/cmp/Aerosource/jobs/Aircraft-Certification-Engineer-ec1192beab59a0d6?r=1&fccid=151ac7551ec4720f,"aircraft certification engineer - nagoya, japan"
Blue Origin,<200 https://www.blueorigin.com/careers/job/8acf1691456a6cb001456d0a763c04d4?source=Indeed>,"van horn, tx",8 days ago,http://www.indeed.com/rc/clk?jk=41600e676acd8370&fccid=0f97f3c514b55d0d,propulsion development engineer (west texas)
SpaceX,<200 https://app.jobvite.com/CompanyJobs/Careers.aspx?k=Job&c=qz49Vfwr&j=oJJ03fwf&s=Indeed>,"mcgregor, tx",2 days ago,http://www.indeed.com/rc/clk?jk=e2f646be08d0dbd1&fccid=8bc01be85b97ce0d,test equipment engineer internship/co-op summer 2017 (texas)
UTC ,<200 https://jobs.utc.com/job/houston/rf-communication-systems-engineer-analyst/1566/1458794>,"houston, tx",9 days ago,http://www.indeed.com/rc/clk?jk=4d7e291086e3cee8&fccid=d1eb5e07f9ef9f98,rf communication systems engineer/analyst
SDS Joint Venture,<200 http://www.indeed.com/cmp/SDS-Joint-Venture/jobs/Facility-Operating-Engineer-67ae18ac3c2de3f0>,"san antonio, tx",14 days ago,http://www.indeed.com/cmp/SDS-Joint-Venture/jobs/Facility-Operating-Engineer-67ae18ac3c2de3f0?r=1&fccid=619ee429f95e1956,facilities operating engineer
Kubota Tractor Corporation,<200 https://www4.recruitingcenter.net/Clients/kubota/PublicJobs/controller.cfm?jbaction=JobProfile&Job_Id=10615&esid=az>,"grapevine, tx",23 days ago,http://www.indeed.com/rc/clk?jk=7884e2554a161e75&fccid=dc221189d87334d6,"engineer, senior product"
TechUSA,<200 http://www.indeed.com/cmp/Manufacturing-Company-in-Gilbert-AZ/jobs/Project-Engineer-d5c5d15afcfee53b>,"el paso, tx",30+ days ago,http://www.indeed.com/cmp/Manufacturing-Company-in-Gilbert-AZ/jobs/Project-Engineer-d5c5d15afcfee53b?r=1&fccid=dbc311e246c75964,project engineer (mechanical subcontractor)
Pure Technologies,<200 https://www.puretechltd.com/about/careers/105?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=818915414ca9f48a&fccid=d7b549c9313feb28,project engineers/technicians
McKinstry,<200 http://chp.tbe.taleo.net/chp02/ats/careers/requisition.jsp?org=MCKINSTRY&cws=1&rid=3618>,"richardson, tx",15 days ago,http://www.indeed.com/rc/clk?jk=d42e5ea38db0c572&fccid=69b64ba4e5c499e7,critical facility engineer
Textron,<200 https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=249224&lang=en&src=JB-10146>,"fort worth, tx 76118",15 days ago,http://www.indeed.com/rc/clk?jk=f3d7e34ef845caf8&fccid=be0fe44f2a1c36c4,sr. airframe design engineer
"Akima, LLC",<200 https://akima.taleo.net/careersection/akimallc_cs/jobdetail.ftl?job=IKU00730&src=JB-10064>,"randolph, tx",1 day ago,http://www.indeed.com/rc/clk?jk=4f5bc322d3d86b87&fccid=d43e21c13934858e,hardware engineer(secret clearance)
Texas Instruments,<200 https://xjobs.brassring.com/tgwebhost/jobdetails.aspx?partnerid=25329&siteid=5197&jobid=346310>,"dallas, tx 75243 ",17 days ago,http://www.indeed.com/rc/clk?jk=355d9ac651a2b523&fccid=07b74a82254ef712,ic package plating engineer
Praxair,<200 https://praxair.taleo.net/careersection/2/jobdetail.ftl?job=16002383&lang=en&src=JB-10361>,"the woodlands, tx",6 days ago,http://www.indeed.com/rc/clk?jk=fc8f20b71dfcf26c&fccid=f0345de219ca6990,"director, operations engineering"
La Torretta Lake Resort & Spa,<200 http://careers.interstatehotels.com/jobs/942269-engineer-ii-mid?source=indeed>,"montgomery, tx 77356",1 day ago,http://www.indeed.com/rc/clk?jk=611d4dc3b5df0454&fccid=8aa2fc1555f2102a,engineer ii (mid)
"Buckeye Partners, L.P.",<200 https://rn22.ultipro.com/BUC1000/JobBoard/JobDetails.aspx?__ID=*DD99C15A95E8C44F>,"corpus christi, tx",8 days ago,http://www.indeed.com/rc/clk?jk=0253c3acd643e450&fccid=ebedb0f4a41e7646,sr. mechanical engineer - rotating equipment / vapor recovery
General Dynamics Ordnance and Tactical Systems,<200 http://www.resumeware.net/atp_rw/atp_web/job_detail.cfm?reqnum=GAR16-5830>,"garland, tx 75040",18 days ago,http://www.indeed.com/rc/clk?jk=40770a874aa26071&fccid=11caadcdc98800d4,engineer 3
Integral Group,<200 http://integralgroup1.applytojob.com/apply/job_20160922212730_MVKHU87JZIYKS2BM/MEP-Plumbing-Design-Engineer-PM?source=INDE>,"austin, tx 78701 ",7 days ago,http://www.indeed.com/rc/clk?jk=e4fd3fe7f5f8f5b4&fccid=35e4800d40cf7ca6,mep plumbing design engineer - pm
Integral Group,<200 http://integralgroup1.applytojob.com/apply/0e0e27284065786142767053096a587f7b08381b0430120a7a04731f4b3d3206741228/MEP-Plumbing-Design-Engineer?source=INDE&sid=daEwrUIWrDAc8RmNK0gWBcUGJGFKsqaGAPc>,"austin, tx 78701 ",7 days ago,http://www.indeed.com/rc/clk?jk=9e01c1fd1d5378e1&fccid=35e4800d40cf7ca6,mep plumbing design engineer
American Leather,<200 https://americanleather.applicantpro.com/jobs/465687-81817.html>,"dallas, tx 75236 ",4 days ago,http://www.indeed.com/rc/clk?jk=9a312cd5db75b359&fccid=a2c81a3e227bcf8c,innovation engineer
Intratec,<200 https://intratec.workable.com/jobs/295872>,texas,30+ days ago,http://www.indeed.com/rc/clk?jk=a8a3769f33b4f73e&fccid=5d75d41296641c6f,chemical process consultant
"NN, Inc.","<200 http://www.indeed.com/cmp/NN,-Inc./jobs/Senior-Design-Engineer-ceb459d685fa21ea>","lubbock, tx",30 days ago,"http://www.indeed.com/cmp/NN,-Inc./jobs/Senior-Design-Engineer-ceb459d685fa21ea?r=1&fccid=d4ff2a8f5c8ab402",senior design engineer
"Nutribiotech USA, Inc.","<200 http://www.indeed.com/cmp/Nutribiotech-USA,-Inc./jobs/Technician-077c568781004846>","garland, tx 75042",30+ days ago,"http://www.indeed.com/cmp/Nutribiotech-USA,-Inc./jobs/Technician-077c568781004846?r=1&fccid=5c07f373fddcbfd8","technician, engineer & supervisor in facility engineering department"
AFL,<200 http://www.hirebridge.com/v3/Jobs/JobDetails.aspx?jid=420553&cid=6019&locvalue=1096&source=Indeed.com>,"dallas, tx",8 days ago,http://www.indeed.com/rc/clk?jk=31ed774e18e7b741&fccid=f884cddc9e033aea,optical test & turn-up technician
LANXESS Corporation,<200 https://recruiting.ultipro.com/LAN1006/JobBoard/e4982d67-74da-90c5-bf4d-6cf869f97c2c/OpportunityDetail?opportunityId=41424359-73c0-4db6-b681-fe64e27e306b>,"orange, tx 77630",6 days ago,http://www.indeed.com/rc/clk?jk=75292d2a544c5807&fccid=a5a7648056a0cd76,alranxeo finishing coordinator - tsr manufacturing
Oceaneering,<200 https://jobs.oii.oceaneering.com/psc/HRPRDPUB/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=2&JobOpeningId=11015&PostingSeq=1>,"clear lake, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=5c192c26af8d8273&fccid=ebfc084a0701a085,mechanical engineer iii
Olin Chlor Alkali,<200 http://chj.tbe.taleo.net/chj05/ats/careers/requisition.jsp?org=OLIN&cws=1&rid=4862&mode=job&iis=Indeed&iisn=Indeed.com>,"freeport, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=47efc96aeb904f58&fccid=06f0363539474d07,mechanical engineer- maintenance
Weatherford,<200 http://jobs.weatherford.com/jobs/5905900-project-engineer?tm_job=59251-1A&tm_event=view&tm_company=2115&bid=326>,"houston, tx 77041",10 days ago,http://www.indeed.com/rc/clk?jk=a665949c0bdd81f0&fccid=e764c38693822dfc,project engineer
Sheraton Suites Market Center Dallas,<200 http://careers.tpghospitality.com/jobs/929799-engineer-pm?source=indeed>,"dallas, tx 75207 ",25 days ago,http://www.indeed.com/rc/clk?jk=4c037c4ebf0b37f2&fccid=f66ea1c9c464e743,engineer (pm)
D AND K CO,"<200 http://www.indeed.com/cmp/Sourcegist,-LLC/jobs/Senior-Mechanical-Engineer-354d2cd32ccc97f1>","dallas-fort worth, tx",30+ days ago,"http://www.indeed.com/cmp/Sourcegist,-LLC/jobs/Senior-Mechanical-Engineer-354d2cd32ccc97f1?r=1&fccid=4ae8a32f79494b6b",senior mechanical engineer
"SI Group, Inc.",<200 https://siigroup.taleo.net/careersection/ex/jobdetail.ftl?job=16000039>,"freeport, tx 77541",30+ days ago,http://www.indeed.com/rc/clk?jk=dd23d852141d6891&fccid=39059ce027fd608c,project engineer
International Paper,<200 http://jobs.internationalpaper.com/job/Orange-Reliability-Area-Process-Manager-TX-77632/361256700/?feedId=84400&utm_source=Indeed&utm_campaign=InternationalPaper_Indeed>,"orange, tx 77632",3 hours ago,http://www.indeed.com/rc/clk?jk=bf5d1c6fbabbea96&fccid=deb8e33e6d024fdf,reliability area process manager
Toyota,<200 https://tmm.taleo.net/careersection/10020/jobdetail.ftl?job=LC16-129408-ER&src=JB-11040&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",4 days ago,http://www.indeed.com/rc/clk?jk=3c40a835c2f0292c&fccid=90f0cbc4a30f8dba,packaging engineer
Firefly,<200 http://fireflyspace.hrmdirect.com/employment/job-opening.php?req=342789&nohd>,"cedar park, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=806b0a201fda2b79&fccid=64ddea473386733f,composite tooling design engineer
Relative Dynamics,<200 http://www.indeed.com/cmp/Relative-Dynamics/jobs/Rf-Engineer-f3dff2fece1f70a9>,"houston, tx 77058 ",10 days ago,http://www.indeed.com/cmp/Relative-Dynamics/jobs/Rf-Engineer-f3dff2fece1f70a9?r=1&fccid=ec1bfafb1c982a73,rf engineer ii & iii
"SEW-Eurodrive, Inc.",<200 http://www.seweurodrive.com/s_jobs/detail.php5?id=1439399229>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=00286f97245e8017&fccid=d14ba3b10940c0c1,motion control product engineer/specialist
The RMR Group LLC,<200 https://workforcenow.adp.com/jobs/apply/posting.html?client=rmrgroup&jobId=167092&source=IN>,"austin, tx",1 day ago,http://www.indeed.com/rc/clk?jk=a47630f9ab4040a6&fccid=668f1c47eb1e20f3,"building engineer - austin, tx"
Goodman Manufacturing Company,<200 https://jobs-goodmanmfg.icims.com/jobs/6948/production-engineer-tech/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com>,"houston, tx",6 days ago,http://www.indeed.com/rc/clk?jk=7a5a2859ddcdd229&fccid=946656ba950b3b89,production engineer tech
Johnson Matthey,<200 http://chk.tbe.taleo.net/chk01/ats/careers/requisition.jsp?org=JOHNSONMATTHEY&cws=1&rid=2932&source=Indeed.com>,"pasadena, tx",9 days ago,http://www.indeed.com/rc/clk?jk=7be8ed9b71d8d76d&fccid=9673e66ed325932f,engineer in training (eit)
Luminator Technology Group,<200 http://careers.luminatortechnologygroup.com/posting/65/optical-lighting-engineer?returnl=responsive>,"plano, tx 75074",30+ days ago,http://www.indeed.com/rc/clk?jk=421ba53e23f96ca4&fccid=b65cf7e80001164f,optical lighting engineer
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=08-01024>,"san antonio, tx 78238",30+ days ago,http://www.indeed.com/rc/clk?jk=38435e6a57779d6b&fccid=0d9a7400c0a8fdec,engineer - research engineer - automotive
WestRock,<200 http://westrock.ongig.com/jobs/engineering/evadale-tx/mechanical-reliability-engineer-evadale-tx/sf-81807?career_ns=job_listing&jobPipeline=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=ongig-job-aggregators&group=1366&jid=29384>,"evadale, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=1eba318a8c95aa05&fccid=1f4fef55263d4309,"mechanical reliability engineer - evadale, tx"
Occidental Petroleum,<200 http://oxy.taleo.net/careersection/2/jobdetail.ftl?job=238143&src=CWS-10001>,"sundown, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=acb576d642bf1944&fccid=bb9c9acf57da431e,facilities engineer
Firefly,<200 http://fireflyspace.hrmdirect.com/employment/job-opening.php?req=396017&nohd>,"cedar park, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=a07253226877c864&fccid=64ddea473386733f,fluid component design engineer
Samsung,<200 https://careers.ap.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=281010&source=Indeed>,"austin, tx 78754",30+ days ago,http://www.indeed.com/rc/clk?jk=9f66d68d20e41d90&fccid=4c8f1cd901f84ca7,photo equipment spinner engineer
"Samsung Austin Semiconductor, LLC",<200 https://careers.us.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=281010&siteId=AA02&compCd=C10&source=Indeed>,"austin, tx 78754",30+ days ago,http://www.indeed.com/rc/clk?jk=a4150280799fe3dd&fccid=4c8f1cd901f84ca7,photo equipment spinner engineer
Alcon Labs,<200 https://sjobs.brassring.com/tgwebhost/jobdetails.aspx?jobId=2440697&PartnerId=13617&SiteId=5260&codes=1-INDEED>,"fort worth, tx",14 days ago,http://www.indeed.com/rc/clk?jk=d742747949fe544f&fccid=ef0aa8e6501d7d6b,"engineering manager, manufacturing"
Union Tech,<200 http://www.indeed.com/cmp/Union-Tech/jobs/Technical-Sales-Engineer-39ac0b862f7312a0>,"houston, tx",2 days ago,http://www.indeed.com/cmp/Union-Tech/jobs/Technical-Sales-Engineer-39ac0b862f7312a0?r=1&fccid=69c1dbce66b63c95,technical sales engineer
Clean Harbors,<200 https://careers.cleanharbors.com/jobsearch/job-details/facility-engineer/44450/1/?utm_campaign=Indeed&source=Indeed.com&sourceType=PREMIUM_POST_SITE>,"denton, tx",16 days ago,http://www.indeed.com/rc/clk?jk=1cc1dec1038a988a&fccid=cec13f6697056352,facility engineer
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/62521/Entry%20Level%20Aeronautical%20Engineer>,"fort worth, tx 76116",30+ days ago,http://www.indeed.com/rc/clk?jk=64211b56bf20b709&fccid=aeb15e43a6800b9d,entry level aeronautical engineer
Metabyte,<200 http://www.indeed.com/cmp/Metabyte-Inc/jobs/CAD-Designer-dbc7e7400cceeacb>,"irving, tx",30+ days ago,http://www.indeed.com/cmp/Metabyte-Inc/jobs/CAD-Designer-dbc7e7400cceeacb?r=1&fccid=212aaf1b74cc3eab,cad designer
Schlumberger,<200 https://careers.slb.com/experiencedprofessionals/jobaddetail.aspx?id=10702>,"sugar land, tx 77478",13 days ago,http://www.indeed.com/rc/clk?jk=88069e47f0b9ec1d&fccid=1a6c05c38b3b5549,automation engineer
ALCOA,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=766882&partnerid=16&siteid=56&type=search&JobReqLang=1&codes=INDEED>,"austin, tx",15 days ago,http://www.indeed.com/rc/clk?jk=555f86dec41b189e&fccid=83d74f7ee3319e2f,additive manufacturing - production & process engineer
Precise Systems,<200 https://precisesystems-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=452&company_id=16780&version=1&jobBoardId=3338>,"dallas, tx",27 days ago,http://www.indeed.com/rc/clk?jk=6feb3c5c15c20366&fccid=58e2d1183d2fe5e4,surveillance engineer (mode s and ads-b)
Xylem,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=1230442&PartnerId=25400&siteid=5487>,"college station, tx",23 days ago,http://www.indeed.com/rc/clk?jk=c6f12898bfb8fab7&fccid=68ec8a8ee6cf5ac6,field service engineer - oi analytical
Futures Consulting,"<200 http://www.indeed.com/cmp/Futures-Consulting,-LLC/jobs/Mechanical-6e0b2097512f6cc3>","san antonio, tx",30+ days ago,"http://www.indeed.com/cmp/Futures-Consulting,-LLC/jobs/Mechanical-6e0b2097512f6cc3?r=1&fccid=c5222e8e0a20940f",mechanical (hvac) designer / engineer (revit a must)
"Garney Companies, Inc.",<200 http://jobs.ourcareerpages.com/job/188687~Primary?source=Indeed>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=7db4fe1d8247f5ef&fccid=4dd5657046cb0779,project engineer
Bunn-O-Matic Corporation,<200 http://www.indeed.com/cmp/Bunn--O--Matic-Corporation/jobs/Field-Service-Engineer-7a4bc0c4ce7b1160>,"austin, tx",10 days ago,http://www.indeed.com/cmp/Bunn--O--Matic-Corporation/jobs/Field-Service-Engineer-7a4bc0c4ce7b1160?r=1&fccid=477074c891818eed,field service engineer
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=18-01033>,"san antonio, tx 78238",26 days ago,http://www.indeed.com/rc/clk?jk=920f653f72aab3fe&fccid=0d9a7400c0a8fdec,principal engineer - principal scientist - nondestructive systems
Samsung,<200 https://careers.ap.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=287018&source=Indeed>,"austin, tx 78754",9 days ago,http://www.indeed.com/rc/clk?jk=2bd2d273d29b27a7&fccid=4c8f1cd901f84ca7,innovation equipment engineer
LyondellBasell,<200 https://career4.successfactors.com/career?career_ns=job_listing&company=LBI&navBarLevel=JOB_SEARCH&rcm_site_locale=es_ES&career_job_req_id=51342&selected_lang=en_US&jobAlertController_jobAlertId=&jobAlertController_jobAlertName=&_s.crb=aHIGr40y7SdqNRfTm8ZXytYM4GA%3d>,"houston, tx 77017 ",4 days ago,http://www.indeed.com/rc/clk?jk=2fdd0f65dfcd95b1&fccid=a86985cfbfb7656e,fixed equipment reliability engineer
Raytheon,<200 https://jobs.raytheon.com/job/-/-/4679/2970644?codes=3640>,"mckinney, tx 75071",23 days ago,http://www.indeed.com/rc/clk?jk=e99f02dae31eb9ce&fccid=aa53b551f9df0210,sr tech support engineer i
"iKey, Ltd",<200 http://www.indeed.com/cmp/iKey/jobs/Mechanical-Engineer-Hardware-Manufacturing-Experience-4450b5d57ada9760>,"austin, tx 78754",30 days ago,http://www.indeed.com/cmp/iKey/jobs/Mechanical-Engineer-Hardware-Manufacturing-Experience-4450b5d57ada9760?r=1&fccid=55eda126912ed407,mechanical engineer with hardware manufacturing experience
City of Austin,<200 https://www.austincityjobs.org/postings/56089>,"austin, tx",3 days ago,http://www.indeed.com/rc/clk?jk=4f64ca1c636e4557&fccid=651f65cb69970e95,engineer c (creek flood hazard mitigation section)
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=083629&src=JB-10095>,"greenville, tx",24 days ago,http://www.indeed.com/rc/clk?jk=53f6b0d38079cc12&fccid=d0b3f9cc8e1c8e97,mechanical engineering co-op
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=081090&src=JB-10095>,"greenville, tx",28 days ago,http://www.indeed.com/rc/clk?jk=bb698431c372736d&fccid=d0b3f9cc8e1c8e97,engineer - mechanical 4
JLL,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=848129&partnerid=25611&siteid=5324&codes=D_Indeed>,"san antonio, tx",1 day ago,http://www.indeed.com/rc/clk?jk=c59ea5f5f5cf73d3&fccid=9917de3c28f569f6,operating engineer
ASG Renaissance,<200 http://search9.smartsearchonline.com/asgvendor/jobs/jobdetails.asp?current_page=13&city=&location=&job_type=&emp_status=&direct_jo_num=&country=&k1=&k2=&k3=&k4=&k5=&k6=&k7=&k8=&salary_min=&co_num=&apply=yes&job_number=7710&sourcename=Indeed>,"forney, tx",3 days ago,http://www.indeed.com/rc/clk?jk=43da11b41ba6e219&fccid=14d7261980832d39,process engineer
"LZ Technology, Inc.",<200 https://www.speediarms.com/jobboard/default.aspx?show=y&job=86227701-f5b9-4f30-916f-4f59b9b070c6>,"houston, tx 77058 ",28 days ago,http://www.indeed.com/rc/clk?jk=1c1da7f0972451ad&fccid=ee16ea61957a613c,aeronautical engineer
Mars,<200 https://jobs.mars.com/job/Waco-Packaging-Project-Engineer-Waco%2C-TX-TX-76701/321434201/?feedId=168901&utm_source=Indeed&utm_campaign=Mars_Indeed&jobPipeline=Indeed>,"waco, tx 76701",20 days ago,http://www.indeed.com/rc/clk?jk=2b51e1a568014bb9&fccid=6f49e88f14c18b75,"packaging project engineer- waco, tx"
"FBD Partnership, LP",<200 http://fbdfrozen.hrmdirect.com/employment/view.php?req=415785&jbsrc=1014>,"san antonio, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=987600da419b5cc0&fccid=3501e9ef526592b3,"mechanical engineer, r&d"
